master_id;order_channel;last_order_channel;first_order_date;last_order_date;last_order_date_online;last_order_date_offline;order_num_total_ever_online;order_num_total_ever_offline;customer_value_total_ever_offline;customer_value_total_ever_online
313d8a08-6d23-11ea-84a8-000d3a38a36f;Android App;Android App;07/02/2020;25/04/2021;25/04/2021;21/08/2020;4;2;130.48;974.4
b521cfb6-a927-11e9-a2fc-000d3a38a36f;Android App;Offline;29/09/2016;12/02/2021;25/04/2020;12/02/2021;2;2;819.98;231.97
a241422c-b3d1-11ea-8745-000d3a38a36f;Ios App;Offline;23/06/2020;26/11/2020;22/11/2020;26/11/2020;3;1;378.73;940.97
1b5a49ba-acb2-11e9-a2fc-000d3a38a36f;Desktop;Offline;15/04/2020;07/09/2020;15/04/2020;07/09/2020;1;1;60.49;111.99
215b6fa8-ff12-11e9-a5e8-000d3a38a36f;Android App;Android App;01/09/2013;16/02/2021;16/02/2021;03/08/2019;9;1;59.99;866.51
7f36b9d6-b1c7-11e9-89fa-000d3a38a36f;Mobile;Mobile;19/07/2019;11/05/2021;11/05/2021;19/07/2019;2;1;109.98;359.16
2b65a254-2f76-11ea-bb80-000d3a38a36f;Android App;Offline;19/11/2019;26/05/2021;19/05/2021;26/05/2021;2;4;263.33;433.95
0735cbd2-1920-11ea-b6a2-000d3a38a36f;Android App;Mobile;26/11/2019;08/12/2020;08/12/2020;26/11/2019;3;1;235;442.46
81ac484c-a0e3-11e9-a2fc-000d3a38a36f;Ios App;Ios App;14/02/2019;21/04/2021;21/04/2021;14/02/2019;1;1;179.99;139.96
cb7fe898-904d-11ea-a501-000d3a38a36f;Ios App;Offline;07/05/2020;19/09/2020;07/05/2020;19/09/2020;1;1;49.98;79.99
f48052d4-00a4-11ea-a5e8-000d3a38a36f;Mobile;Mobile;06/11/2019;09/02/2021;09/02/2021;06/11/2019;1;1;109.99;249.9
c91755c8-9e63-11e9-9897-000d3a38a36f;Android App;Android App;17/01/2020;24/11/2020;24/11/2020;17/01/2020;5;1;69.99;905.94
491c8d96-a469-11e9-a2fc-000d3a38a36f;Android App;Android App;23/04/2019;10/04/2021;10/04/2021;15/09/2019;1;2;129.97;115.18
922afd92-b148-11e9-9757-000d3a38a36f;Android App;Android App;09/01/2019;29/06/2020;29/06/2020;14/12/2019;3;1;104.99;591.95
7d90dc06-ab87-11e9-a2fc-000d3a38a36f;Desktop;Offline;17/12/2017;21/06/2020;17/12/2017;21/06/2020;1;1;120.49;45
a08d0024-ddc1-11e9-a848-000d3a38a36f;Android App;Android App;20/09/2019;06/04/2021;06/04/2021;20/09/2019;3;1;19.99;1079.72
19c26e6e-a7c8-11e9-a2fc-000d3a38a36f;Android App;Android App;05/04/2019;29/08/2020;29/08/2020;05/04/2019;1;1;59.99;24.99
bcdd250c-ac01-11e9-a2fc-000d3a38a36f;Android App;Android App;09/07/2019;09/11/2020;09/11/2020;09/07/2019;4;1;119.99;408.77
862d3d48-6b4c-11ea-9c62-000d3a38a36f;Android App;Android App;12/03/2021;21/03/2021;21/03/2021;12/03/2021;1;1;165.87;125.9
4f00b6fc-d7b7-11e9-93bc-000d3a38a36f;Mobile;Mobile;15/09/2019;11/06/2020;11/06/2020;15/09/2019;1;1;139.99;207.99
8634083a-2100-11ea-b50a-000d3a38a36f;Android App;Offline;29/11/2019;20/10/2020;08/05/2020;20/10/2020;1;3;146.21;26.99
b2905706-268e-11ea-b9a0-000d3a38a36f;Android App;Offline;21/02/2019;28/05/2021;06/02/2021;28/05/2021;2;6;913.63;259.96
00a5009a-2558-11eb-a59b-000d3a38a36f;Ios App;Offline;20/11/2020;26/05/2021;20/11/2020;26/05/2021;1;1;160.88;84.99
72c5c64e-4e7d-11ea-99ba-000d3a38a36f;Android App;Android App;13/08/2019;26/08/2020;26/08/2020;05/08/2020;5;2;480.69;257.94
714570be-4318-11ea-8b43-000d3a38a36f;Android App;Android App;10/11/2019;06/05/2021;06/05/2021;21/02/2020;1;3;424.69;49.9
e65c9eaa-ab3c-11e9-a2fc-000d3a38a36f;Android App;Android App;29/09/2017;14/05/2021;14/05/2021;12/03/2019;3;1;99.98;247.71
f0a7e02c-af15-11e9-a2fc-000d3a38a36f;Android App;Android App;29/09/2019;23/06/2020;23/06/2020;29/09/2019;1;2;189.97;493.9
f1842622-5bd6-11ea-a0e9-000d3a38a36f;Mobile;Mobile;15/01/2020;09/05/2021;09/05/2021;09/02/2020;2;2;160.48;281.45
42dad5da-a727-11e9-a2fc-000d3a38a36f;Desktop;Offline;27/11/2014;26/01/2021;27/11/2014;26/01/2021;1;3;357.92;69.9
2ce0f662-ae64-11e9-a2fc-000d3a38a36f;Mobile;Offline;26/10/2018;15/12/2020;26/10/2018;15/12/2020;1;4;936.43;249.97
0f51d5ae-aa99-11e9-a2fc-000d3a38a36f;Mobile;Mobile;07/07/2019;02/05/2021;02/05/2021;22/09/2019;6;2;109.97;514.9
000be838-85df-11ea-a90b-000d3a38a36f;Android App;Offline;16/04/2020;31/10/2020;23/04/2020;31/10/2020;3;1;365.72;356.97
3b874f7c-8505-11ea-80af-000d3a38a36f;Ios App;Offline;01/01/2020;19/03/2021;31/10/2020;19/03/2021;3;3;391.46;458.95
1e270a60-a367-11e9-a2fc-000d3a38a36f;Mobile;Mobile;29/03/2019;16/03/2021;16/03/2021;29/03/2019;1;1;99.99;74.95
1bf3d63a-b021-11e9-9757-000d3a38a36f;Android App;Android App;25/03/2019;06/10/2020;06/10/2020;07/09/2019;3;2;79.98;613.42
746b3f48-5b42-11ea-94eb-000d3a38a36f;Android App;Android App;12/12/2019;07/05/2021;07/05/2021;16/04/2021;3;2;200.08;386.04
6ec03fa6-6053-11ea-8dd8-000d3a38a36f;Ios App;Offline;26/01/2020;17/02/2021;26/01/2020;17/02/2021;1;3;190.45;69.99
bfe90d9a-5bc6-11ea-95dd-000d3a38a36f;Android App;Android App;29/12/2019;09/12/2020;09/12/2020;29/12/2019;2;1;59.99;391.96
24ad160c-2091-11ea-bb1d-000d3a38a36f;Mobile;Mobile;15/07/2019;19/06/2020;19/06/2020;15/07/2019;3;1;79.99;1077
fed4465a-9e93-11e9-9897-000d3a38a36f;Mobile;Offline;26/10/2018;23/07/2020;27/10/2018;23/07/2020;2;1;50.49;199.99
90cc1138-601c-11ea-8dd8-000d3a38a36f;Android App;Android App;10/11/2020;09/04/2021;09/04/2021;08/03/2021;5;3;845.76;1117.36
8eb8e9e6-a980-11e9-a2fc-000d3a38a36f;Ios App;Offline;07/12/2016;06/04/2021;19/01/2021;06/04/2021;6;3;930.79;777.83
657e1efa-a76b-11e9-a2fc-000d3a38a36f;Desktop;Offline;07/10/2014;11/02/2021;29/06/2015;11/02/2021;3;4;490.84;249.97
aa8b07ce-7588-11ea-b23f-000d3a38a36f;Ios App;Offline;31/10/2020;21/11/2020;31/10/2020;21/11/2020;2;1;340.73;234.96
e9938c22-526d-11ea-956d-000d3a38a36f;Ios App;Ios App;01/02/2020;13/06/2020;13/06/2020;01/02/2020;1;1;119.99;194.92
86314d0e-6f7d-11ea-b40c-000d3a38a36f;Ios App;Offline;26/03/2020;17/11/2020;16/09/2020;17/11/2020;2;1;399.99;911.96
ed1ac040-a728-11e9-a2fc-000d3a38a36f;Desktop;Offline;28/11/2014;31/12/2020;28/11/2014;31/12/2020;1;1;106.98;179.98
41e0f9a2-e5ed-11e9-ad00-000d3a38a36f;Desktop;Desktop;03/10/2019;02/04/2021;02/04/2021;01/03/2020;5;1;100.49;382.26
747a4c7e-ab69-11e9-a2fc-000d3a38a36f;Mobile;Offline;14/03/2017;17/12/2020;16/10/2017;17/12/2020;2;1;94.98;173.94
2f245c88-a762-11e9-a2fc-000d3a38a36f;Desktop;Offline;29/01/2015;10/12/2020;29/01/2015;10/12/2020;1;3;490.7;121.97
bdda5b42-a4a8-11e9-a2fc-000d3a38a36f;Android App;Android App;28/04/2019;05/05/2021;05/05/2021;28/04/2019;9;1;59.99;2300.17
7e9d2590-a953-11e9-a2fc-000d3a38a36f;Android App;Android App;03/12/2015;07/10/2020;07/10/2020;18/11/2019;9;1;136.98;638.83
92cee418-d680-11e9-93bc-000d3a38a36f;Android App;Android App;26/08/2019;21/10/2020;21/10/2020;26/08/2019;1;1;109.99;189.98
fc676502-b07a-11e9-9757-000d3a38a36f;Android App;Android App;23/04/2019;21/11/2020;21/11/2020;24/11/2019;1;5;329.95;76.99
45ab5852-d729-11e9-93bc-000d3a38a36f;Android App;Android App;14/09/2019;05/05/2021;05/05/2021;01/02/2020;2;2;490.68;239.98
fe6ae216-3fb2-11eb-806e-000d3a38a36f;Android App;Offline;16/03/2021;20/03/2021;16/03/2021;20/03/2021;1;1;119.99;97.45
e6943608-51a9-11ea-a243-000d3a38a36f;Mobile;Mobile;05/12/2019;29/09/2020;29/09/2020;16/02/2020;1;2;240.72;47.99
8d45b7fa-b0a7-11e9-9757-000d3a38a36f;Desktop;Offline;20/04/2019;26/02/2021;20/04/2019;26/02/2021;1;1;50.88;69.29
c9b1f3c6-61bd-11ea-8dd8-000d3a38a36f;Android App;Android App;29/02/2020;18/05/2021;18/05/2021;29/02/2020;4;1;73.48;567.66
dc18a5cc-9f9a-11e9-a2fc-000d3a38a36f;Ios App;Offline;10/05/2019;04/10/2020;10/05/2019;04/10/2020;1;1;127.97;239.9
53403ecc-b04d-11e9-9757-000d3a38a36f;Desktop;Desktop;27/02/2019;18/05/2021;18/05/2021;20/09/2019;2;2;309.97;574.97
b3626232-5456-11ea-b1db-000d3a38a36f;Ios App;Ios App;25/01/2020;28/11/2020;28/11/2020;25/01/2020;1;1;14.99;104.99
cdbca668-a8d2-11e9-a2fc-000d3a38a36f;Mobile;Offline;23/05/2016;23/09/2020;23/05/2016;23/09/2020;1;1;170.4;59.99
eb133980-2553-11eb-a59b-000d3a38a36f;Android App;Offline;31/12/2019;26/04/2021;24/12/2020;26/04/2021;4;3;706.94;389.44
0961104a-aa55-11e9-a2fc-000d3a38a36f;Desktop;Offline;10/08/2016;02/07/2020;18/06/2019;02/07/2020;6;3;1029.25;809.43
71c0d46a-5b42-11ea-b36b-000d3a38a36f;Android App;Android App;09/01/2020;17/01/2021;17/01/2021;09/01/2020;5;1;99.99;497.92
395198b8-e7a1-11e9-8bb8-000d3a38a36f;Ios App;Ios App;07/10/2019;05/03/2021;05/03/2021;06/12/2019;2;1;79.99;348.89
3a30b7e8-75e3-11ea-b23f-000d3a38a36f;Ios App;Ios App;03/04/2020;29/11/2020;29/11/2020;29/10/2020;5;1;272.71;769.95
93bb83f2-aabd-11e9-a2fc-000d3a38a36f;Desktop;Offline;16/10/2016;20/03/2021;11/12/2017;20/03/2021;2;3;314.97;197.18
f2a14c92-2733-11ea-aaaa-000d3a38a36f;Mobile;Mobile;15/03/2019;21/01/2021;21/01/2021;05/01/2020;2;4;649.87;584.87
bb3d8f5c-a52b-11e9-a2fc-000d3a38a36f;Android App;Offline;28/03/2018;18/11/2020;20/04/2020;18/11/2020;8;2;310.71;1025.19
ae05bc92-b16e-11ea-b736-000d3a38a36f;Mobile;Mobile;18/06/2020;26/05/2021;26/05/2021;25/05/2021;1;3;795.86;77.99
768c05d6-aff9-11e9-9757-000d3a38a36f;Ios App;Ios App;26/03/2019;06/01/2021;06/01/2021;26/03/2019;4;1;319.98;957.94
6fde6382-b17a-11e9-89fa-000d3a38a36f;Mobile;Offline;06/07/2019;08/10/2020;06/07/2019;08/10/2020;1;1;119.99;74.99
ddabf9aa-74d5-11ea-92d0-000d3a38a36f;Android App;Offline;02/04/2020;04/10/2020;02/04/2020;04/10/2020;1;1;138.72;303.95
16fad90e-c4d8-11ea-84c6-000d3a38a36f;Android App;Android App;08/07/2020;30/12/2020;30/12/2020;08/07/2020;1;1;70.49;79.99
dc9219b8-2882-11ea-b87a-000d3a38a36f;Android App;Mobile;14/04/2019;30/11/2020;30/11/2020;14/04/2019;4;1;69.99;664.88
a8ca09d6-5ea8-11ea-be5b-000d3a38a36f;Ios App;Offline;24/05/2020;23/03/2021;06/11/2020;23/03/2021;4;1;90.88;557.96
d26ee454-283f-11ea-b87a-000d3a38a36f;Android App;Android App;23/11/2019;11/02/2021;11/02/2021;23/11/2019;1;1;170.49;290.98
5165287a-1e83-11ea-aa32-000d3a38a36f;Mobile;Mobile;03/02/2019;29/11/2020;29/11/2020;19/07/2020;1;3;200.47;204.5
376ab610-d61c-11e9-93bc-000d3a38a36f;Desktop;Desktop;15/08/2019;28/12/2020;28/12/2020;15/08/2019;1;1;89.99;95.99
b82419b8-94b2-11ea-85df-000d3a38a36f;Android App;Android App;18/09/2019;29/12/2020;29/12/2020;18/11/2020;1;2;204.97;64.99
4203a8ea-a258-11e9-a2fc-000d3a38a36f;Mobile;Mobile;10/03/2019;03/05/2021;03/05/2021;10/03/2019;1;1;29.99;49.99
4eb644d8-2469-11ea-a30f-000d3a38a36f;Ios App;Offline;12/12/2019;14/07/2020;12/12/2019;14/07/2020;1;1;249.95;249.99
88324b52-ac3d-11e9-a2fc-000d3a38a36f;Mobile;Offline;11/04/2018;22/03/2021;11/04/2018;22/03/2021;1;1;140.88;40
7b08c0e8-a4fc-11e9-a2fc-000d3a38a36f;Mobile;Offline;24/06/2019;16/02/2021;28/08/2020;16/02/2021;1;3;359.94;194.98
296c8d00-9b28-11ea-a27a-000d3a38a36f;Android App;Android App;17/04/2020;23/05/2021;23/05/2021;12/06/2020;4;1;290.73;796.89
2cd8ebd8-af55-11e9-a2fc-000d3a38a36f;Mobile;Offline;16/06/2018;14/01/2021;07/09/2020;14/01/2021;6;3;295.76;406.95
6258bb26-6454-11ea-a6dc-000d3a38a36f;Desktop;Desktop;12/03/2020;31/05/2020;31/05/2020;12/03/2020;3;1;260.4;470.44
ae7c51ae-af39-11ea-b736-000d3a38a36f;Android App;Android App;16/06/2020;23/02/2021;23/02/2021;23/12/2020;3;1;99.98;479.98
a1fe9d6c-b078-11e9-9757-000d3a38a36f;Mobile;Mobile;11/03/2021;12/04/2021;12/04/2021;11/03/2021;1;1;100.98;159.99
292c3fd0-24ee-11ea-bf27-000d3a38a36f;Android App;Android App;16/09/2019;20/12/2020;20/12/2020;21/02/2020;5;3;508.7;588.92
f4b4699e-136c-11eb-8ffc-000d3a38a36f;Desktop;Offline;14/10/2020;19/02/2021;05/01/2021;19/02/2021;2;4;505.83;176
c9debb50-a47a-11e9-a2fc-000d3a38a36f;Ios App;Ios App;03/05/2019;17/06/2020;17/06/2020;03/05/2019;1;1;189.97;319
7524d54c-1e44-11ea-8bf2-000d3a38a36f;Mobile;Offline;21/07/2019;05/03/2021;13/11/2020;05/03/2021;2;3;240.95;267.98
2032c1ee-2488-11ea-bf27-000d3a38a36f;Mobile;Offline;03/09/2019;14/12/2020;01/12/2019;14/12/2020;1;3;375.71;307.48
39823526-a5b7-11e9-a2fc-000d3a38a36f;Mobile;Mobile;28/07/2019;04/12/2020;04/12/2020;19/02/2020;1;2;465.94;129.99
846ba30c-8b4c-11eb-95e7-000d3a38a36f;Mobile;Mobile;22/03/2021;12/05/2021;12/05/2021;22/03/2021;1;1;89.99;72.8
2787b6ea-b0be-11e9-9757-000d3a38a36f;Android App;Android App;23/04/2019;13/06/2020;13/06/2020;23/04/2019;8;1;24.99;885.91
c4421ea8-aa51-11e9-a2fc-000d3a38a36f;Desktop;Desktop;02/07/2019;03/07/2020;03/07/2020;02/07/2019;3;1;39.99;444.93
d118a940-1ff8-11ea-87bf-000d3a38a36f;Ios App;Ios App;05/03/2019;10/04/2021;10/04/2021;01/07/2020;5;4;350.7;457.95
16d50500-d6bb-11e9-93bc-000d3a38a36f;Mobile;Offline;31/08/2019;04/12/2020;04/04/2020;04/12/2020;1;2;320.71;71.99
44f95a3a-ab91-11e9-a2fc-000d3a38a36f;Android App;Android App;03/10/2019;14/06/2020;14/06/2020;20/10/2019;2;1;99.99;418.91
9bf5a2a2-9e8b-11e9-9897-000d3a38a36f;Ios App;Desktop;19/04/2017;14/11/2020;14/11/2020;31/08/2019;13;1;44.98;6204.46
76fefce2-ad08-11e9-a2fc-000d3a38a36f;Desktop;Offline;09/06/2018;18/11/2020;09/06/2018;18/11/2020;1;3;507.69;332.99
9c290696-ae2c-11e9-a2fc-000d3a38a36f;Desktop;Desktop;09/09/2019;02/05/2021;02/05/2021;21/11/2020;4;5;960.63;432.42
b89c615c-a5ca-11e9-a2fc-000d3a38a36f;Android App;Android App;03/04/2019;15/02/2021;15/02/2021;03/12/2019;3;2;279.97;569.9
6408f882-b059-11e9-9757-000d3a38a36f;Android App;Android App;06/08/2019;25/03/2021;25/03/2021;07/08/2019;2;2;199.97;338.97
0f67e654-5e5e-11ea-be5b-000d3a38a36f;Ios App;Offline;14/12/2019;22/01/2021;18/12/2019;22/01/2021;2;2;729.48;329.89
10f4d276-4917-11eb-806e-000d3a38a36f;Android App;Android App;28/12/2020;11/05/2021;11/05/2021;28/12/2020;5;1;190.73;411.46
2013dcb8-d729-11e9-93bc-000d3a38a36f;Ios App;Ios App;14/09/2019;18/12/2020;18/12/2020;10/01/2020;2;3;219.97;242.98
1134392e-5454-11ea-b1db-000d3a38a36f;Mobile;Mobile;28/01/2020;06/05/2021;06/05/2021;28/01/2020;3;1;110.74;288.21
51af73a6-a2cf-11e9-a2fc-000d3a38a36f;Android App;Android App;19/03/2019;18/10/2020;18/10/2020;06/07/2020;1;5;392.94;29.99
2208e6c0-2a45-11ea-99b3-000d3a38a36f;Mobile;Mobile;08/09/2019;31/01/2021;31/01/2021;08/09/2019;1;1;159.98;89.99
21767b30-a76b-11e9-a2fc-000d3a38a36f;Desktop;Offline;07/10/2014;02/08/2020;26/11/2017;02/08/2020;6;1;20.49;1329.94
ff6dccd0-471c-11ea-b6c0-000d3a38a36f;Android App;Android App;23/11/2019;24/11/2020;24/11/2020;23/11/2019;1;1;119.99;275.94
d9751b84-aed6-11e9-a2fc-000d3a38a36f;Mobile;Offline;17/11/2018;01/02/2021;17/11/2018;01/02/2021;1;4;279.94;119.99
3c03de2e-b180-11e9-89fa-000d3a38a36f;Desktop;Desktop;14/01/2021;28/05/2021;28/05/2021;02/03/2021;3;1;304.98;550.47
9f4ecaac-ac3f-11e9-a2fc-000d3a38a36f;Desktop;Offline;12/04/2018;09/03/2021;12/04/2018;09/03/2021;3;2;438.67;237.97
bf321408-a00b-11ea-80cd-000d3a38a36f;Ios App;Ios App;22/05/2020;03/04/2021;03/04/2021;27/05/2020;1;2;24.98;239.92
451d6a4e-265a-11ea-b9a0-000d3a38a36f;Android App;Offline;31/03/2019;23/03/2021;01/09/2020;23/03/2021;1;4;364.4;32.98
d9e3a2de-ac47-11e9-a2fc-000d3a38a36f;Android App;Android App;10/06/2017;08/03/2021;08/03/2021;25/02/2019;4;1;49.99;405.49
6928235c-a405-11e9-a2fc-000d3a38a36f;Android App;Android App;11/04/2019;14/04/2021;14/04/2021;11/04/2019;1;1;79.99;263.99
e26e7c7e-9efc-11e9-9897-000d3a38a36f;Ios App;Ios App;11/04/2017;25/10/2020;25/10/2020;13/12/2019;13;1;189.99;2031.7
98da8cd8-8a2e-11ea-8ec0-000d3a38a36f;Android App;Android App;09/05/2020;03/10/2020;03/10/2020;09/05/2020;1;1;70.49;109.99
0d45cf0a-30e4-11ea-b162-000d3a38a36f;Mobile;Mobile;14/07/2019;04/04/2021;04/04/2021;19/07/2020;2;3;370.7;149.98
2506ac5c-3ad7-11ea-835a-000d3a38a36f;Ios App;Ios App;09/10/2019;30/03/2021;30/03/2021;09/10/2019;1;1;79.99;219.99
dd7a0f4e-a3bb-11e9-a2fc-000d3a38a36f;Android App;Android App;05/04/2019;27/02/2021;27/02/2021;20/08/2019;1;4;314.93;54.99
38018008-8e14-11ea-8f41-000d3a38a36f;Mobile;Offline;04/05/2020;04/01/2021;04/05/2020;04/01/2021;1;1;99.99;143.99
7854d032-df92-11e9-957d-000d3a38a36f;Android App;Android App;06/11/2019;18/06/2020;18/06/2020;07/03/2020;2;3;488.69;202.17
e72bb954-9df1-11e9-9897-000d3a38a36f;Desktop;Desktop;23/04/2019;08/05/2021;08/05/2021;23/04/2019;1;1;359.98;145.54
80d5c4bc-a5d3-11e9-a2fc-000d3a38a36f;Android App;Android App;20/06/2018;23/08/2020;23/08/2020;10/02/2020;7;1;180.49;825.54
d31becc0-f5ae-11ea-a533-000d3a38a36f;Android App;Android App;12/09/2020;27/11/2020;27/11/2020;12/09/2020;2;1;289.98;433.95
792b873a-5bd9-11ea-aa71-000d3a38a36f;Android App;Android App;14/12/2019;17/05/2021;17/05/2021;14/12/2019;1;1;172.96;77.77
0a1df00e-2285-11ea-8523-000d3a38a36f;Mobile;Mobile;05/09/2019;15/05/2021;15/05/2021;18/02/2021;1;3;79.97;64.99
ddee171a-48a0-11ea-b6c0-000d3a38a36f;Ios App;Offline;29/07/2019;06/04/2021;06/03/2021;06/04/2021;3;2;380.87;789.94
33a54b76-9e04-11e9-9897-000d3a38a36f;Android App;Android App;11/01/2018;03/01/2021;03/01/2021;03/02/2020;21;1;70.49;3596.47
8fb6e0ce-e1e7-11e9-957d-000d3a38a36f;Mobile;Offline;28/09/2019;20/05/2021;24/11/2020;20/05/2021;1;2;160.96;47.99
5bb66854-ab54-11e9-a2fc-000d3a38a36f;Desktop;Offline;13/01/2017;15/04/2021;05/10/2018;15/04/2021;3;1;123.85;369.88
a94c7aec-a7d3-11e9-a2fc-000d3a38a36f;Desktop;Offline;08/01/2015;07/07/2020;08/01/2015;07/07/2020;1;1;22.98;99.99
141b8c3c-1b33-11ea-a050-000d3a38a36f;Mobile;Mobile;15/09/2019;03/05/2021;03/05/2021;15/09/2019;2;1;139.99;207.98
2f23ca88-51ef-11ea-a243-000d3a38a36f;Android App;Android App;06/12/2019;05/03/2021;05/03/2021;06/12/2019;2;1;49.99;315.94
53bb6066-ac3d-11e9-a2fc-000d3a38a36f;Android App;Android App;30/05/2017;16/02/2021;16/02/2021;18/07/2020;9;1;59.99;1151.62
95877424-aefb-11e9-a2fc-000d3a38a36f;Android App;Offline;23/11/2018;11/12/2020;29/11/2019;11/12/2020;2;1;205.73;217.48
54977684-1e64-11ea-8bf2-000d3a38a36f;Mobile;Mobile;04/08/2019;20/03/2021;20/03/2021;04/08/2019;2;1;49.99;359.96
4218fe8a-ac39-11e9-a2fc-000d3a38a36f;Android App;Android App;28/05/2017;17/01/2021;17/01/2021;28/08/2019;9;1;99.99;749.83
369a8fbc-aa66-11e9-a2fc-000d3a38a36f;Mobile;Desktop;04/07/2019;20/02/2021;20/02/2021;02/09/2019;5;3;319.96;405.45
cf2bd79c-e2e5-11e9-ad00-000d3a38a36f;Android App;Android App;01/09/2019;26/11/2020;26/11/2020;27/10/2019;4;2;99.98;361.95
fdf91974-a1e8-11e9-a2fc-000d3a38a36f;Ios App;Desktop;02/03/2019;07/10/2020;07/10/2020;19/08/2019;4;2;184.98;863.84
b7f2c5dc-a84b-11ea-aecd-000d3a38a36f;Android App;Offline;07/06/2020;27/06/2020;07/06/2020;27/06/2020;1;1;329.99;129.99
595af4aa-d67c-11e9-93bc-000d3a38a36f;Mobile;Offline;25/08/2019;29/10/2020;11/07/2020;29/10/2020;1;3;480.4;179.98
b1a9f4b2-ae9f-11e9-a2fc-000d3a38a36f;Android App;Android App;07/11/2018;10/11/2020;10/11/2020;22/10/2019;2;2;139.98;364.98
e7f265f0-2abd-11ea-b3a7-000d3a38a36f;Android App;Android App;27/02/2019;12/02/2021;12/02/2021;11/02/2021;1;6;762.87;107.98
2e480686-9d01-11e9-9897-000d3a38a36f;Android App;Offline;07/08/2019;31/03/2021;09/04/2020;31/03/2021;2;7;580.65;399.95
329968c6-a0e2-11e9-a2fc-000d3a38a36f;Ios App;Ios App;14/02/2019;05/04/2021;05/04/2021;17/02/2020;2;81;3997.55;242.81
60bff4fa-6c79-11ea-9ddf-000d3a38a36f;Desktop;Offline;22/03/2020;17/06/2020;22/03/2020;17/06/2020;1;1;140.73;111.99
afe806ca-d62f-11e9-93bc-000d3a38a36f;Mobile;Mobile;18/08/2019;30/10/2020;30/10/2020;18/08/2019;1;1;99.99;269.9
9dc27c92-aa19-11e9-a2fc-000d3a38a36f;Mobile;Offline;05/04/2017;08/07/2020;05/04/2017;08/07/2020;1;2;130.48;79.99
20d04170-1344-11eb-8ffc-000d3a38a36f;Ios App;Ios App;07/10/2020;30/10/2020;30/10/2020;07/10/2020;1;1;129.99;89.97
e74d8dda-ad83-11e9-a2fc-000d3a38a36f;Mobile;Offline;25/06/2018;08/09/2020;15/08/2018;08/09/2020;2;1;140.49;139.98
256f479a-a5c0-11ea-bd63-000d3a38a36f;Mobile;Offline;03/06/2020;14/04/2021;27/11/2020;14/04/2021;1;4;900.46;239.99
6fe6b34c-b1c1-11e9-89fa-000d3a38a36f;Mobile;Desktop;18/07/2019;08/02/2021;08/02/2021;27/07/2019;3;2;104.96;400.45
423aa266-a1d4-11e9-a2fc-000d3a38a36f;Desktop;Offline;28/02/2019;26/11/2020;08/11/2020;26/11/2020;1;3;167.96;107.99
a1b83a8c-aae9-11e9-a2fc-000d3a38a36f;Mobile;Offline;17/02/2019;12/07/2020;01/06/2020;12/07/2020;2;2;125.47;264.47
1ef16e58-fd6d-11e9-a5e8-000d3a38a36f;Mobile;Mobile;02/11/2019;24/07/2020;24/07/2020;02/11/2019;2;1;130.49;137.97
8b1a652a-affd-11e9-9757-000d3a38a36f;Ios App;Mobile;01/03/2019;16/04/2021;16/04/2021;05/02/2021;4;2;100.87;654.43
3a1c5af4-5ec9-11ea-be5b-000d3a38a36f;Android App;Android App;22/12/2019;05/04/2021;05/04/2021;17/10/2020;4;2;88.97;1443.1
050b9782-9775-11ea-a9c8-000d3a38a36f;Android App;Offline;13/05/2020;01/02/2021;18/01/2021;01/02/2021;2;1;79.99;455.07
239de912-adb4-11e9-a2fc-000d3a38a36f;Android App;Offline;19/02/2019;05/04/2021;20/08/2020;05/04/2021;3;3;349.95;388.38
f7e2335e-a7c4-11e9-a2fc-000d3a38a36f;Ios App;Mobile;23/11/2015;08/08/2020;08/08/2020;26/06/2020;54;7;820.33;7133.14
85cb3e36-a8dd-11e9-a2fc-000d3a38a36f;Android App;Android App;27/07/2015;09/09/2020;09/09/2020;25/10/2019;6;1;59.99;737.52
e28d244a-ae91-11e9-a2fc-000d3a38a36f;Desktop;Desktop;01/08/2019;25/11/2020;25/11/2020;24/07/2020;1;4;490.46;175.92
faa9ff58-2c45-11ea-b752-000d3a38a36f;Desktop;Desktop;07/11/2019;27/04/2021;27/04/2021;07/11/2019;1;1;154.99;143.73
30402bbe-a731-11e9-a2fc-000d3a38a36f;Desktop;Offline;06/12/2014;04/09/2020;06/12/2014;04/09/2020;1;2;150.48;52.98
52bfa94a-b013-11e9-9757-000d3a38a36f;Mobile;Offline;19/03/2019;09/02/2021;19/03/2019;09/02/2021;1;3;750.96;89.99
d6325148-a7fc-11e9-a2fc-000d3a38a36f;Desktop;Desktop;23/07/2015;08/10/2020;08/10/2020;03/08/2020;2;2;460.69;344.92
091d56e8-250c-11ea-bf27-000d3a38a36f;Mobile;Mobile;16/09/2019;13/02/2021;13/02/2021;13/11/2019;2;2;268.99;412.86
703a39be-1c7d-11ea-a490-000d3a38a36f;Android App;Android App;27/07/2019;17/07/2020;17/07/2020;27/07/2019;1;1;282.97;177.96
e6a0fa26-9d6f-11e9-9897-000d3a38a36f;Ios App;Ios App;05/10/2019;27/06/2020;27/06/2020;05/10/2019;2;1;269.99;247.96
2a2daa14-a594-11ea-bd63-000d3a38a36f;Android App;Android App;03/06/2020;11/01/2021;11/01/2021;03/06/2020;1;1;70.49;98.99
4591c1ca-b1ff-11e9-89fa-000d3a38a36f;Desktop;Desktop;23/07/2019;14/08/2020;14/08/2020;23/07/2019;2;1;79.99;119.98
